Number,Day,Month,Year,Hour1,Hour2,Weekday,Holiday,Mod168,Day-Ahead Price PTF (TL/MWh),Forecast Demand/Supply,Temperature,Realized D/S(-24),Balancing market(-24),Realized Demand/Supply,Balancing Market Prices SMP (TL/MWh)
9304,23,1,2014,15,15,4,0,87,195.1,0.764860166,10.96338272,0.782385882,207,0.756111667,150
9305,23,1,2014,16,16,4,0,88,199.92,0.780354141,10.08827828,0.782158151,209,0.768570559,119.99
9306,23,1,2014,17,17,4,0,89,204.99,0.792962011,9.288261883,0.79692684,206,0.785705137,119.99
9307,23,1,2014,18,18,4,0,90,194,0.761197141,8.458742043,0.773538233,205,0.759340095,121
9308,23,1,2014,19,19,4,0,91,195.11,0.736352701,8.376573592,0.750714045,204.99,0.734080559,160
9309,23,1,2014,20,20,4,0,92,196.25,0.733555133,7.935052363,0.73794858,190.02,0.734655002,165
9310,23,1,2014,21,21,4,0,93,195.11,0.719766017,7.103015942,0.718089859,200,0.725451231,135
9311,23,1,2014,22,22,4,0,94,199.93,0.726238601,7.337147377,0.725490113,201,0.727851368,145
9312,23,1,2014,23,23,4,0,95,189.99,0.697337255,7.186376902,0.69332654,197.16,0.696515057,119.99
9313,24,1,2014,0,0,5,0,96,154,0.645684369,6.501401453,0.647624949,120,0.651327366,120
9314,24,1,2014,1,1,5,0,97,135,0.610347231,6.702550977,0.612353125,118.98,0.608769318,130
9315,24,1,2014,2,2,5,0,98,122,0.588513076,6.491846807,0.591361627,117.99,0.587078191,119.99
9316,24,1,2014,3,3,5,0,99,113.97,0.573787543,5.932016549,0.574551782,113,0.572152603,113.96
9317,24,1,2014,4,4,5,0,100,110.72,0.573674504,6.342648309,0.577453464,77,0.572213056,110.71
9318,24,1,2014,5,5,5,0,101,121.99,0.581759705,6.074530118,0.583446218,99.98,0.581419163,119.99
9319,24,1,2014,6,6,5,0,102,134.99,0.604470808,6.184920498,0.605798342,117.99,0.608350089,120
9320,24,1,2014,7,7,5,0,103,158.94,0.623244763,8.685298876,0.629593186,117.99,0.635075554,119.99
9321,24,1,2014,8,8,5,0,104,199.99,0.722815958,10.30672858,0.730262253,160,0.728284239,203
9322,24,1,2014,9,9,5,0,105,200.99,0.774325531,10.77375826,0.78828522,183.76,0.781237033,210
9323,24,1,2014,10,10,5,0,106,201,0.788971358,11.93150836,0.799073408,161.01,0.791562952,204
9324,24,1,2014,11,11,5,0,107,200.89,0.781948896,12.76288984,0.794050687,204,0.781712217,206
9325,24,1,2014,12,12,5,0,108,164.99,0.720877261,12.87180747,0.748981443,203,0.721115291,140
9326,24,1,2014,13,13,5,0,109,190.77,0.755165651,12.85587375,0.758919953,203,0.743759356,150
9327,24,1,2014,14,14,5,0,110,199.93,0.761773588,12.03324683,0.761743696,203,0.750219629,199.93
9328,24,1,2014,15,15,5,0,111,190.01,0.757995558,10.90470037,0.756111667,150,0.747604899,130
9329,24,1,2014,16,16,5,0,112,188.16,0.757396779,10.17380272,0.768570559,119.99,0.753824738,130
9330,24,1,2014,17,17,5,0,113,190.13,0.778330364,9.647811452,0.785705137,119.99,0.778188704,210
9331,24,1,2014,18,18,5,0,114,184.76,0.756579076,8.710494022,0.759340095,121,0.752702126,210
9332,24,1,2014,19,19,5,0,115,191.24,0.754590505,8.542129724,0.734080559,160,0.751862553,210
9333,24,1,2014,20,20,5,0,116,195.1,0.742420642,8.53764981,0.734655002,165,0.744152957,210
9334,24,1,2014,21,21,5,0,117,184.77,0.722160762,8.026269305,0.725451231,135,0.719103694,208.9
9335,24,1,2014,22,22,5,0,118,190,0.732604076,8.326371383,0.727851368,145,0.728944178,205
9336,24,1,2014,23,23,5,0,119,179.62,0.701131834,8.177607691,0.696515057,119.99,0.70246543,203
9337,25,1,2014,0,0,6,0,120,160.01,0.662311946,8.069982174,0.651327366,120,0.660495194,190
9338,25,1,2014,1,1,6,0,121,135,0.615285667,8.089856672,0.608769318,130,0.621817459,194.16
9339,25,1,2014,2,2,6,0,122,122,0.594658174,8.088663693,0.587078191,119.99,0.60180733,190
9340,25,1,2014,3,3,6,0,123,110.11,0.578315119,8.160915328,0.572152603,113.96,0.581061178,134.98
9341,25,1,2014,4,4,6,0,124,109.97,0.572630578,8.423371019,0.572213056,110.71,0.577474169,115
9342,25,1,2014,5,5,6,0,125,109.93,0.578093438,8.684823012,0.581419163,119.99,0.585431762,150
9343,25,1,2014,6,6,6,0,126,119.93,0.585615265,8.625755618,0.608350089,120,0.589554943,145
9344,25,1,2014,7,7,6,0,127,121.99,0.6072702,9.383841749,0.635075554,119.99,0.597993278,145
9345,25,1,2014,8,8,6,0,128,160.77,0.681123208,10.08846421,0.728284239,203,0.677416135,199
9346,25,1,2014,9,9,6,0,129,185,0.726161818,10.8399016,0.781237033,210,0.7243042,210
9347,25,1,2014,10,10,6,0,130,195.1,0.744226123,11.8424658,0.791562952,204,0.751007277,210
9348,25,1,2014,11,11,6,0,131,160.77,0.746565625,12.66902849,0.781712217,206,0.757416317,210
9349,25,1,2014,12,12,6,0,132,160.77,0.722675578,12.80117128,0.721115291,140,0.742811097,210
9350,25,1,2014,13,13,6,0,133,160.76,0.714816089,13.14657887,0.743759356,150,0.743408412,208.9
9351,25,1,2014,14,14,6,0,134,157.99,0.708338145,12.54216833,0.750219629,199.93,0.733339121,210
9352,25,1,2014,15,15,6,0,135,139.98,0.704965506,11.19457566,0.747604899,130,0.733742061,210
9353,25,1,2014,16,16,6,0,136,159.99,0.727473144,10.70741043,0.753824738,130,0.74305495,215
9354,25,1,2014,17,17,6,0,137,151.64,0.760852712,10.36285492,0.778188704,210,0.759717103,210
9355,25,1,2014,18,18,6,0,138,144.11,0.738811447,9.845435127,0.752702126,210,0.74116111,208.9
9356,25,1,2014,19,19,6,0,139,139.91,0.708809291,9.830077315,0.751862553,210,0.708948642,203
9357,25,1,2014,20,20,6,0,140,160.77,0.688222793,9.670331637,0.744152957,210,0.688707011,197.03
9358,25,1,2014,21,21,6,0,141,160.77,0.68048708,9.379803924,0.719103694,208.9,0.678456251,160.77
9359,25,1,2014,22,22,6,0,142,178.2,0.691369421,9.660916759,0.728944178,205,0.686303417,125
9360,25,1,2014,23,23,6,0,143,160.76,0.65932324,9.46997526,0.70246543,203,0.663518038,120
9361,26,1,2014,0,0,7,0,144,147.96,0.621002446,9.295062589,0.660495194,190,0.627616637,120
9362,26,1,2014,1,1,7,0,145,127.04,0.580335567,9.399894319,0.621817459,194.16,0.59078129,120
9363,26,1,2014,2,2,7,0,146,122,0.549754966,9.120377678,0.60180733,190,0.562014661,118.98
9364,26,1,2014,3,3,7,0,147,112.89,0.528668351,8.540895382,0.581061178,134.98,0.541893077,112.84
9365,26,1,2014,4,4,7,0,148,112.89,0.52150568,8.434549823,0.577474169,115,0.532904905,112.82
9366,26,1,2014,5,5,7,0,149,112.89,0.533909574,8.287069671,0.585431762,150,0.542977139,112.84
9367,26,1,2014,6,6,7,0,150,113.97,0.530390162,8.141164986,0.589554943,145,0.539109027,113.92
9368,26,1,2014,7,7,7,0,151,109.92,0.517402487,8.689900724,0.597993278,145,0.522482489,77
9369,26,1,2014,8,8,7,0,152,112.89,0.540387381,9.117892881,0.677416135,199,0.553326949,112.82
9370,26,1,2014,9,9,7,0,153,139.91,0.583017393,9.568152462,0.7243042,210,0.59404372,119.99
9371,26,1,2014,10,10,7,0,154,147.63,0.623071481,9.731438056,0.751007277,210,0.63666411,153.98
9372,26,1,2014,11,11,7,0,155,121.99,0.641363257,9.838147873,0.757416317,210,0.66655564,200
9373,26,1,2014,12,12,7,0,156,122,0.643993638,9.778210443,0.742811097,210,0.664884712,200
9374,26,1,2014,13,13,7,0,157,122,0.645956645,9.700644464,0.743408412,208.9,0.668422985,200
9375,26,1,2014,14,14,7,0,158,120,0.633805024,9.365779903,0.733339121,210,0.661600974,200
9376,26,1,2014,15,15,7,0,159,120,0.610784456,8.710145285,0.733742061,210,0.645695239,200
9377,26,1,2014,16,16,7,0,160,135,0.625538071,8.500779395,0.74305495,215,0.643210587,198
9378,26,1,2014,17,17,7,0,161,140,0.650579621,8.201677256,0.759717103,210,0.666518974,140
9379,26,1,2014,18,18,7,0,162,145,0.656183123,7.858125371,0.74116111,208.9,0.661798844,119.99
9380,26,1,2014,19,19,7,0,163,140,0.651818188,7.619386864,0.708948642,203,0.651342376,118.99
9381,26,1,2014,20,20,7,0,164,179.77,0.650884655,7.302674017,0.688707011,197.03,0.646029893,118.98
9382,26,1,2014,21,21,7,0,165,151.64,0.640564429,7.041503086,0.678456251,160.77,0.636542294,118.99
9383,26,1,2014,22,22,7,0,166,182.76,0.650400973,6.870508757,0.686303417,125,0.646298315,119.99
9384,26,1,2014,23,23,7,0,167,145.01,0.628149117,6.619900294,0.663518038,120,0.619338787,118.98
9385,27,1,2014,0,0,1,0,0,143,0.577156025,6.442353335,0.627616637,120,0.583993818,118.97
9386,27,1,2014,1,1,1,0,1,121.99,0.542059534,6.238548612,0.59078129,120,0.550862211,118.96
9387,27,1,2014,2,2,1,0,2,110,0.519169644,5.905648475,0.562014661,118.98,0.525589733,100
9388,27,1,2014,3,3,1,0,3,91,0.508187504,5.693212436,0.541893077,112.84,0.511598626,27
9389,27,1,2014,4,4,1,0,4,95,0.505773474,5.730426466,0.532904905,112.82,0.510831209,27
9390,27,1,2014,5,5,1,0,5,100.06,0.522704454,5.654766589,0.542977139,112.84,0.52090043,20
9391,27,1,2014,6,6,1,0,6,113.98,0.547085011,5.566357232,0.539109027,113.92,0.537302389,50
9392,27,1,2014,7,7,1,0,7,123.99,0.574185717,5.865148022,0.522482489,77,0.564362299,60
9393,27,1,2014,8,8,1,0,8,184.76,0.68552942,6.444518668,0.553326949,112.82,0.686775837,119.99
9394,27,1,2014,9,9,1,0,9,199.94,0.752573895,7.195137832,0.59404372,119.99,0.762692342,200
9395,27,1,2014,10,10,1,0,10,199.99,0.789393832,6.974688329,0.63666411,153.98,0.785538123,161
9396,27,1,2014,11,11,1,0,11,195.1,0.798383944,7.120965295,0.66655564,200,0.804093185,209
9397,27,1,2014,12,12,1,0,12,160,0.772165067,7.289476789,0.664884712,200,0.780752271,208.41
9398,27,1,2014,13,13,1,0,13,160,0.77748158,6.976370046,0.668422985,200,0.798298022,208.41
9399,27,1,2014,14,14,1,0,14,165,0.785519586,6.759567299,0.661600974,200,0.806413493,218.9
9400,27,1,2014,15,15,1,0,15,167.39,0.768333357,6.6821984,0.645695239,200,0.793435287,213
9401,27,1,2014,16,16,1,0,16,179.16,0.764914086,6.321127582,0.643210587,198,0.786179147,205
9402,27,1,2014,17,17,1,0,17,184.77,0.789136664,6.131194588,0.666518974,140,0.788713117,215
9403,27,1,2014,18,18,1,0,18,167.78,0.76110247,6.174070219,0.661798844,119.99,0.754409246,200
9404,27,1,2014,19,19,1,0,19,184.77,0.738721452,6.00345357,0.651342376,118.99,0.7319216,130
9405,27,1,2014,20,20,1,0,20,176,0.719662426,5.94073233,0.646029893,118.98,0.718822442,119.98
9406,27,1,2014,21,21,1,0,21,160,0.704211914,6.062236381,0.636542294,118.99,0.702099278,119.99
9407,27,1,2014,22,22,1,0,22,184.76,0.708645682,5.811776613,0.646298315,119.99,0.709830556,120
9408,27,1,2014,23,23,1,0,23,155.22,0.690466735,5.717514142,0.619338787,118.98,0.682373185,130
9409,28,1,2014,0,0,2,0,24,139.99,0.632571449,5.660031226,0.583993818,118.97,0.638368104,120
9410,28,1,2014,1,1,2,0,25,121.99,0.593754394,5.489884669,0.550862211,118.96,0.59600974,118.98
9411,28,1,2014,2,2,2,0,26,110.99,0.566573151,5.429352051,0.525589733,100,0.572492229,110.93
9412,28,1,2014,3,3,2,0,27,109.91,0.550051461,5.444653462,0.511598626,27,0.559349402,109.85
9413,28,1,2014,4,4,2,0,28,111,0.552937621,5.313730958,0.510831209,27,0.56092966,30
9414,28,1,2014,5,5,2,0,29,121.99,0.55758571,5.373911556,0.52090043,20,0.568017209,20
9415,28,1,2014,6,6,2,0,30,130,0.573249387,5.755566073,0.537302389,50,0.58128886,36
9416,28,1,2014,7,7,2,0,31,150,0.597653835,6.359118441,0.564362299,60,0.603490298,77
9417,28,1,2014,8,8,2,0,32,199.95,0.695453513,7.241048335,0.686775837,119.99,0.705411668,120
9418,28,1,2014,9,9,2,0,33,204.92,0.7603198,8.259163453,0.762692342,200,0.760913443,135
9419,28,1,2014,10,10,2,0,34,199.98,0.769260872,8.792501605,0.785538123,161,0.769551581,190
9420,28,1,2014,11,11,2,0,35,199.92,0.797551878,9.344779511,0.804093185,209,0.798571476,200
9421,28,1,2014,12,12,2,0,36,183.76,0.776883932,9.742522541,0.780752271,208.41,0.762005015,205
9422,28,1,2014,13,13,2,0,37,183.77,0.796941759,9.833657077,0.798298022,208.41,0.776491501,205
9423,28,1,2014,14,14,2,0,38,183.77,0.799018101,9.268547522,0.806413493,218.9,0.779924086,208.41
9424,28,1,2014,15,15,2,0,39,187.94,0.79473534,8.693824958,0.793435287,213,0.780180594,208.41
9425,28,1,2014,16,16,2,0,40,189.71,0.798148113,8.182621941,0.786179147,205,0.782483309,189.71
9426,28,1,2014,17,17,2,0,41,193.01,0.810044368,7.906038252,0.788713117,215,0.796490386,209
9427,28,1,2014,18,18,2,0,42,183.77,0.767398729,7.815406364,0.754409246,200,0.76092451,183.77
9428,28,1,2014,19,19,2,0,43,189.7,0.745899839,7.591600127,0.7319216,130,0.740133987,125
9429,28,1,2014,20,20,2,0,44,184.94,0.720999016,7.630464884,0.718822442,119.98,0.726469453,125
9430,28,1,2014,21,21,2,0,45,164.99,0.698310406,7.643474213,0.702099278,119.99,0.700260234,118.98
9431,28,1,2014,22,22,2,0,46,160,0.697179751,7.553972058,0.709830556,120,0.703746734,118.98
9432,28,1,2014,23,23,2,0,47,145,0.67886915,7.452310941,0.682373185,130,0.681625632,119.99
9433,29,1,2014,0,0,3,0,48,141.95,0.643228747,7.399535295,0.638368104,120,0.64867611,172
9434,29,1,2014,1,1,3,0,49,121.99,0.604484717,7.474590327,0.59600974,118.98,0.611154781,179.98
9435,29,1,2014,2,2,3,0,50,91,0.584354781,7.585470769,0.572492229,110.93,0.574166786,91
9436,29,1,2014,3,3,3,0,51,16.44,0.559446613,7.880633233,0.559349402,109.85,0.551802186,16.39
9437,29,1,2014,4,4,3,0,52,30.01,0.554603856,8.094502082,0.56092966,30,0.555256456,29.95
9438,29,1,2014,5,5,3,0,53,91,0.561798012,8.577859572,0.568017209,20,0.562028218,90.94
9439,29,1,2014,6,6,3,0,54,112,0.574741695,9.092595253,0.58128886,36,0.577316223,111.92
9440,29,1,2014,7,7,3,0,55,122,0.588792984,9.819444753,0.603490298,77,0.593689625,115.99
9441,29,1,2014,8,8,3,0,56,164.99,0.695163441,10.44688709,0.705411668,120,0.700875521,118.99
9442,29,1,2014,9,9,3,0,57,183.76,0.764172465,10.99647799,0.760913443,135,0.761751933,119.99
9443,29,1,2014,10,10,3,0,58,189.7,0.796668126,10.99692535,0.769551581,190,0.782219068,121
9444,29,1,2014,11,11,3,0,59,193.01,0.811516152,11.01965459,0.798571476,200,0.794898476,125
9445,29,1,2014,12,12,3,0,60,181.01,0.78703953,11.21792207,0.762005015,205,0.769262754,119.99
9446,29,1,2014,13,13,3,0,61,183.16,0.793986632,10.82510944,0.776491501,205,0.769476295,150
9447,29,1,2014,14,14,3,0,62,189.71,0.803121954,10.3555264,0.779924086,208.41,0.773391573,135
9448,29,1,2014,15,15,3,0,63,183.77,0.790419929,9.891388372,0.780180594,208.41,0.754727434,183.77
9449,29,1,2014,16,16,3,0,64,185.01,0.785572151,8.789678315,0.782483309,189.71,0.75167143,125
9450,29,1,2014,17,17,3,0,65,189.7,0.794127584,8.318750312,0.796490386,209,0.773422576,160
9451,29,1,2014,18,18,3,0,66,179,0.752791341,8.046358153,0.76092451,183.77,0.746556759,189
9452,29,1,2014,19,19,3,0,67,178.76,0.724279041,7.667204532,0.740133987,125,0.722310484,195
9453,29,1,2014,20,20,3,0,68,178.77,0.712593666,7.159731495,0.726469453,125,0.706765646,178.77
9454,29,1,2014,21,21,3,0,69,171,0.696384794,6.945907338,0.700260234,118.98,0.694277798,188
9455,29,1,2014,22,22,3,0,70,183.76,0.701364752,6.405028763,0.703746734,118.98,0.701553963,183.76
9456,29,1,2014,23,23,3,0,71,145.04,0.676886062,6.016504017,0.681625632,119.99,0.672844214,195
9457,30,1,2014,0,0,4,0,72,164.99,0.642926788,5.595446558,0.64867611,172,0.639318997,179.98
9458,30,1,2014,1,1,4,0,73,134.99,0.605903209,5.386990411,0.611154781,179.98,0.603058701,119.99
9459,30,1,2014,2,2,4,0,74,109,0.566564115,4.933068213,0.574166786,91,0.577456021,109
9460,30,1,2014,3,3,4,0,75,100,0.554270085,4.775898491,0.551802186,16.39,0.562676515,99.98
9461,30,1,2014,4,4,4,0,76,100,0.562639963,4.395403245,0.555256456,29.95,0.560338254,99.98
9462,30,1,2014,5,5,4,0,77,108.94,0.574040573,4.181292948,0.562028218,90.94,0.574485748,108.93
9463,30,1,2014,6,6,4,0,78,114.99,0.585571426,4.801888831,0.577316223,111.92,0.585313775,114.95
9464,30,1,2014,7,7,4,0,79,134.97,0.601797431,5.481829351,0.593689625,115.99,0.608213481,118.01
9465,30,1,2014,8,8,4,0,80,188.71,0.703162094,6.481747162,0.700875521,118.99,0.711098776,188.71
9466,30,1,2014,9,9,4,0,81,189.99,0.755334062,7.50119217,0.761751933,119.99,0.762316909,145.16
9467,30,1,2014,10,10,4,0,82,192.07,0.776121524,7.879905772,0.782219068,121,0.77917623,210
9468,30,1,2014,11,11,4,0,83,199.93,0.781350915,8.485469581,0.794898476,125,0.789051512,209.7
9469,30,1,2014,12,12,4,0,84,188.71,0.749511294,8.764811452,0.769262754,119.99,0.764591822,194.16
9470,30,1,2014,13,13,4,0,85,188.71,0.758609712,8.360705949,0.769476295,150,0.773307775,190
9471,30,1,2014,14,14,4,0,86,188.71,0.760942042,7.819222379,0.773391573,135,0.775212528,201
9472,30,1,2014,15,15,4,0,87,183.77,0.753697858,7.197463695,0.754727434,183.77,0.763965299,199
9473,30,1,2014,16,16,4,0,88,179.01,0.752115632,6.177732275,0.75167143,125,0.762939848,179.01
9474,30,1,2014,17,17,4,0,89,183.76,0.765703922,5.597495471,0.773422576,160,0.776778886,183.76
9475,30,1,2014,18,18,4,0,90,165,0.734835009,5.204309251,0.746556759,189,0.74990798,195
9476,30,1,2014,19,19,4,0,91,170,0.721684097,4.725686667,0.722310484,195,0.729394014,170
9477,30,1,2014,20,20,4,0,92,165,0.712921878,4.356031086,0.706765646,178.77,0.716205367,135
9478,30,1,2014,21,21,4,0,93,160,0.699007568,4.187056089,0.694277798,188,0.705112537,120
9479,30,1,2014,22,22,4,0,94,177.38,0.707133402,3.867739018,0.701553963,183.76,0.717740403,119.99
9480,30,1,2014,23,23,4,0,95,165.01,0.68107903,3.62998709,0.672844214,195,0.691363781,179.98
9481,31,1,2014,0,0,5,0,96,145,0.634011863,3.370494489,0.639318997,179.98,0.64311153,180
9482,31,1,2014,1,1,5,0,97,122,0.586420361,3.265305153,0.603058701,119.99,0.597311025,119.99
9483,31,1,2014,2,2,5,0,98,111.99,0.570209769,2.985861428,0.577456021,109,0.580056765,111.96
9484,31,1,2014,3,3,5,0,99,100,0.559562427,2.808610794,0.562676515,99.98,0.568243704,99.96
9485,31,1,2014,4,4,5,0,100,100,0.554361468,2.852836989,0.560338254,99.98,0.565310682,99.9
9486,31,1,2014,5,5,5,0,101,108.95,0.563449211,2.84951087,0.574485748,108.93,0.570348589,103
9487,31,1,2014,6,6,5,0,102,119.9,0.573680374,3.606212907,0.585313775,114.95,0.583840737,101
9488,31,1,2014,7,7,5,0,103,134.93,0.589713073,4.781932336,0.608213481,118.01,0.60358733,118.98
9489,31,1,2014,8,8,5,0,104,180.99,0.689755146,5.846909609,0.711098776,188.71,0.696517008,197
9490,31,1,2014,9,9,5,0,105,164.99,0.747109676,6.972924391,0.762316909,145.16,0.762659458,204.8
9491,31,1,2014,10,10,5,0,106,183.77,0.765826064,7.354418154,0.77917623,210,0.780537986,205
9492,31,1,2014,11,11,5,0,107,183.77,0.775074153,7.842394526,0.789051512,209.7,0.785916231,204.8
9493,31,1,2014,12,12,5,0,108,151.64,0.728121311,8.229697001,0.764591822,194.16,0.743701298,119.98
9494,31,1,2014,13,13,5,0,109,178.03,0.759028932,8.018023183,0.773307775,190,0.771535917,119.99
9495,31,1,2014,14,14,5,0,110,180.38,0.762927157,7.390543193,0.775212528,201,0.772271887,204.8
9496,31,1,2014,15,15,5,0,111,160,0.753489613,6.51403955,0.763965299,199,0.772634168,198.83
9497,31,1,2014,16,16,5,0,112,160,0.76192103,5.430749816,0.762939848,179.01,0.773046426,160
9498,31,1,2014,17,17,5,0,113,178.99,0.774440422,5.011451891,0.776778886,183.76,0.786795657,200
9499,31,1,2014,18,18,5,0,114,165,0.743249819,4.609647587,0.74990798,195,0.754856122,204.8
9500,31,1,2014,19,19,5,0,115,165,0.726001112,4.205163914,0.729394014,170,0.730114369,204.8
9501,31,1,2014,20,20,5,0,116,160,0.715713755,3.921436078,0.716205367,135,0.715420245,140
9502,31,1,2014,21,21,5,0,117,164.99,0.70153793,3.648028465,0.705112537,120,0.702918375,184.97
9503,31,1,2014,22,22,5,0,118,185.77,0.704765392,3.285572051,0.717740403,119.99,0.709592242,185.77
9504,31,1,2014,23,23,5,0,119,170,0.676255117,3.080324586,0.691363781,179.98,0.686625875,184.97
9505,1,2,2014,0,0,6,0,120,165.01,0.634160058,2.787514907,0.64311153,180,0.642261961,189.99
9506,1,2,2014,1,1,6,0,121,134.99,0.601104799,2.540764335,0.597311025,119.99,0.611161305,180
9507,1,2,2014,2,2,6,0,122,111.49,0.579237374,2.414210521,0.580056765,111.96,0.585006762,179
9508,1,2,2014,3,3,6,0,123,100,0.56021007,2.355073616,0.568243704,99.96,0.568682099,100
9509,1,2,2014,4,4,6,0,124,94.99,0.558611187,2.321536427,0.565310682,99.9,0.564266263,94.99
9510,1,2,2014,5,5,6,0,125,99.99,0.56788241,2.238963867,0.570348589,103,0.568020357,99.99
9511,1,2,2014,6,6,6,0,126,113.97,0.571172465,3.38634716,0.583840737,101,0.57126459,113.97
9512,1,2,2014,7,7,6,0,127,113.98,0.575587885,4.627729989,0.60358733,118.98,0.571970554,113.98
9513,1,2,2014,8,8,6,0,128,128,0.643545241,5.900793587,0.696517008,197,0.645975412,130
9514,1,2,2014,9,9,6,0,129,183.77,0.714884386,6.960913971,0.762659458,204.8,0.70343279,209
9515,1,2,2014,10,10,6,0,130,183.76,0.744628616,7.508448161,0.780537986,205,0.721600698,190
9516,1,2,2014,11,11,6,0,131,190.77,0.754351372,8.168995958,0.785916231,204.8,0.733322994,198
9517,1,2,2014,12,12,6,0,132,185.77,0.737236371,8.564144307,0.743701298,119.98,0.723390712,125
9518,1,2,2014,13,13,6,0,133,183.77,0.743898058,8.33132038,0.771535917,119.99,0.729336649,190
9519,1,2,2014,14,14,6,0,134,195.1,0.733801725,7.824011233,0.772271887,204.8,0.726531862,204.16
9520,1,2,2014,15,15,6,0,135,183.77,0.717319208,6.90613609,0.772634168,198.83,0.706480221,199.8
9521,1,2,2014,16,16,6,0,136,184.15,0.718743799,6.095930529,0.773046426,160,0.705521625,198.83
9522,1,2,2014,17,17,6,0,137,160,0.740783457,5.673571606,0.786795657,200,0.733763109,160
9523,1,2,2014,18,18,6,0,138,141.95,0.724552753,5.092619067,0.754856122,204.8,0.729799515,198.99
9524,1,2,2014,19,19,6,0,139,127.99,0.708518298,4.725050298,0.730114369,204.8,0.706928673,190
9525,1,2,2014,20,20,6,0,140,139.98,0.689122978,4.327040287,0.715420245,140,0.688941032,190
9526,1,2,2014,21,21,6,0,141,138.35,0.679466722,3.913801245,0.702918375,184.97,0.680358951,190
9527,1,2,2014,22,22,6,0,142,151.64,0.68636708,3.719333633,0.709592242,185.77,0.691057255,199.9
9528,1,2,2014,23,23,6,0,143,140,0.667478573,3.340952031,0.686625875,184.97,0.668841246,199
9529,2,2,2014,0,0,7,0,144,144.98,0.637954902,2.838130637,0.642261961,189.99,0.644097293,119.99
9530,2,2,2014,1,1,7,0,145,127.99,0.600601741,2.902586728,0.611161305,180,0.603664098,147.99
9531,2,2,2014,2,2,7,0,146,119.99,0.577746869,2.699883461,0.585006762,179,0.580383888,119.99
9532,2,2,2014,3,3,7,0,147,90.99,0.553150886,2.28737509,0.568682099,100,0.558086327,90.99
9533,2,2,2014,4,4,7,0,148,99.99,0.542618391,2.42382389,0.564266263,94.99,0.547306804,99.99
9534,2,2,2014,5,5,7,0,149,95.01,0.556409223,2.256422132,0.568020357,99.99,0.553027598,95.01
9535,2,2,2014,6,6,7,0,150,110.99,0.552916913,3.003988817,0.57126459,113.97,0.549262854,110.99
9536,2,2,2014,7,7,7,0,151,91,0.537761931,4.735097447,0.571970554,113.98,0.529719509,90.97
9537,2,2,2014,8,8,7,0,152,112,0.568834932,6.042085923,0.645975412,130,0.558856218,111.95
9538,2,2,2014,9,9,7,0,153,173.85,0.601032767,7.054908836,0.70343279,209,0.602042502,119.98
9539,2,2,2014,10,10,7,0,154,150.99,0.646579126,8.194348975,0.721600698,190,0.638496887,119.98
9540,2,2,2014,11,11,7,0,155,145,0.673972691,8.821722347,0.733322994,198,0.654355272,160
9541,2,2,2014,12,12,7,0,156,145.01,0.671811604,8.786336238,0.723390712,125,0.652524109,119.99
9542,2,2,2014,13,13,7,0,157,160,0.673910077,8.742089695,0.729336649,190,0.659661692,119.98
9543,2,2,2014,14,14,7,0,158,190,0.668500611,7.665465415,0.726531862,204.16,0.652950184,125
9544,2,2,2014,15,15,7,0,159,184.76,0.664000315,6.322982998,0.706480221,199.8,0.644749083,145
9545,2,2,2014,16,16,7,0,160,190,0.683184659,5.753227095,0.705521625,198.83,0.651048796,125
9546,2,2,2014,17,17,7,0,161,159.99,0.70433504,5.375961966,0.733763109,160,0.685828519,130
9547,2,2,2014,18,18,7,0,162,128,0.70061499,4.780525576,0.729799515,198.99,0.69816989,190
9548,2,2,2014,19,19,7,0,163,120,0.68917616,4.681383799,0.706928673,190,0.685519307,120
9549,2,2,2014,20,20,7,0,164,140,0.675943702,4.392406832,0.688941032,190,0.669418155,119.98
9550,2,2,2014,21,21,7,0,165,133.59,0.666006289,3.863255369,0.680358951,190,0.664599233,119.99
9551,2,2,2014,22,22,7,0,166,145,0.673973922,3.72737893,0.691057255,199.9,0.678177452,145
9552,2,2,2014,23,23,7,0,167,138.12,0.645130454,3.376984355,0.668841246,199,0.655278309,179
9553,3,2,2014,0,0,1,0,0,139.93,0.607937276,2.702605349,0.644097293,119.99,0.61074314,179
9554,3,2,2014,1,1,1,0,1,124,0.57287884,2.697439303,0.603664098,147.99,0.572153973,147.97
9555,3,2,2014,2,2,1,0,2,95.01,0.543612093,2.34595082,0.580383888,119.99,0.540777876,95.01
9556,3,2,2014,3,3,1,0,3,91,0.52707885,1.790583116,0.558086327,90.99,0.532465735,90.99
9557,3,2,2014,4,4,1,0,4,90.99,0.523183663,1.790574284,0.547306804,99.99,0.524509062,90.96
9558,3,2,2014,5,5,1,0,5,90.99,0.544871598,1.463241282,0.553027598,95.01,0.548709389,90.99
9559,3,2,2014,6,6,1,0,6,111.99,0.55571863,2.175989424,0.549262854,110.99,0.567806697,134.01
9560,3,2,2014,7,7,1,0,7,127.99,0.588753942,4.089006508,0.529719509,90.97,0.598502944,127.99
9561,3,2,2014,8,8,1,0,8,164.99,0.710951463,5.538113331,0.558856218,111.95,0.718060978,200
9562,3,2,2014,9,9,1,0,9,184.7,0.781541661,6.209906476,0.602042502,119.98,0.784425922,209.8
9563,3,2,2014,10,10,1,0,10,185.7,0.801742887,7.368385377,0.638496887,119.98,0.812286038,205
