Number,Day,Month,Year,Hour1,Hour2,Weekday,Holiday,Mod168,Day-Ahead Price PTF (TL/MWh),Forecast Demand/Supply,Temperature,Realized D/S(-24),Balancing market(-24),Realized Demand/Supply,Balancing Market Prices SMP (TL/MWh)
9564,3,2,2014,11,11,1,0,11,190.7,0.817818085,7.908912686,0.654355272,160,0.818026004,200.7
9565,3,2,2014,12,12,1,0,12,183.69,0.788178155,7.968771912,0.652524109,119.99,0.787925386,202
9566,3,2,2014,13,13,1,0,13,184.7,0.794585164,8.045825038,0.659661692,119.98,0.789416945,190
9567,3,2,2014,14,14,1,0,14,188.12,0.802395093,7.320678819,0.652950184,125,0.793461912,190
9568,3,2,2014,15,15,1,0,15,185.69,0.784206089,5.945096524,0.644749083,145,0.771293731,185.69
9569,3,2,2014,16,16,1,0,16,190,0.784537176,5.119830942,0.651048796,125,0.771043136,130
9570,3,2,2014,17,17,1,0,17,184.71,0.797614863,4.447216922,0.685828519,130,0.796718666,189
9571,3,2,2014,18,18,1,0,18,151.64,0.758428429,3.747278849,0.69816989,190,0.774113088,200
9572,3,2,2014,19,19,1,0,19,144.99,0.732432659,3.483304296,0.685519307,120,0.747239067,198.83
9573,3,2,2014,20,20,1,0,20,145,0.722421996,2.784865913,0.669418155,119.98,0.736118388,160
9574,3,2,2014,21,21,1,0,21,169.7,0.7059317,2.173555579,0.664599233,119.99,0.717217469,199
9575,3,2,2014,22,22,1,0,22,151.64,0.715409602,2.078381819,0.678177452,145,0.731460458,198
9576,3,2,2014,23,23,1,0,23,170.01,0.691104203,1.967686004,0.655278309,179,0.699622464,204.41
9577,4,2,2014,0,0,2,0,24,156,0.692562571,1.234673855,0.61074314,179,0.702678931,199.8
9578,4,2,2014,1,1,2,0,25,128,0.646686751,1.187892845,0.572153973,147.97,0.655342026,199.8
9579,4,2,2014,2,2,2,0,26,113.97,0.617227938,0.919303109,0.540777876,95.01,0.632523388,190
9580,4,2,2014,3,3,2,0,27,100.32,0.602413786,0.462386226,0.532465735,90.99,0.614289944,190
9581,4,2,2014,4,4,2,0,28,100.06,0.597566143,0.352362668,0.524509062,90.96,0.611231794,190
9582,4,2,2014,5,5,2,0,29,113.49,0.604951047,0.169596356,0.548709389,90.99,0.619842149,190
9583,4,2,2014,6,6,2,0,30,127.99,0.620093693,1.079075407,0.567806697,134.01,0.629813416,190
9584,4,2,2014,7,7,2,0,31,140.39,0.640555561,3.191833634,0.598502944,127.99,0.652237723,199.16
9585,4,2,2014,8,8,2,0,32,189.7,0.759002354,4.574168648,0.718060978,200,0.76693405,209
9586,4,2,2014,9,9,2,0,33,190.77,0.816897327,5.709912285,0.784425922,209.8,0.837271135,219
9587,4,2,2014,10,10,2,0,34,193,0.841347429,6.76493109,0.812286038,205,0.851882352,211
9588,4,2,2014,11,11,2,0,35,199.07,0.84935328,7.393858782,0.818026004,200.7,0.851392688,221
9589,4,2,2014,12,12,2,0,36,190,0.809357819,7.606525195,0.787925386,202,0.831778239,219
9590,4,2,2014,13,13,2,0,37,190.77,0.830610506,7.666942538,0.789416945,190,0.84400745,221
9591,4,2,2014,14,14,2,0,38,197.99,0.842123763,7.085376014,0.793461912,190,0.850007994,227.4
9592,4,2,2014,15,15,2,0,39,190.76,0.827043747,5.799121046,0.771293731,185.69,0.833489823,210
9593,4,2,2014,16,16,2,0,40,190.77,0.837311774,4.694272103,0.771043136,130,0.832133025,208
9594,4,2,2014,17,17,2,0,41,199.06,0.857179869,3.885090174,0.796718666,189,0.858407851,217
9595,4,2,2014,18,18,2,0,42,183.77,0.820355827,3.02154127,0.774113088,200,0.838162374,220
9596,4,2,2014,19,19,2,0,43,172.99,0.795513305,2.544184746,0.747239067,198.83,0.808052341,208.5
9597,4,2,2014,20,20,2,0,44,150,0.776927959,2.027492081,0.736118388,160,0.786299652,195
9598,4,2,2014,21,21,2,0,45,188.17,0.763553129,1.15580353,0.717217469,199,0.775116908,207.16
9599,4,2,2014,22,22,2,0,46,187.5,0.770136612,0.921387204,0.731460458,198,0.789377725,209
9600,4,2,2014,23,23,2,0,47,189.71,0.743075679,0.543226564,0.699622464,204.41,0.760373103,223
9601,5,2,2014,0,0,3,0,48,191.02,0.705017115,-0.000698468,0.702678931,199.8,0.709247704,209.16
9602,5,2,2014,1,1,3,0,49,165,0.662475784,-0.083307289,0.655342026,199.8,0.66710045,209
9603,5,2,2014,2,2,3,0,50,129.99,0.637891553,-0.313836771,0.632523388,190,0.641512135,204.16
9604,5,2,2014,3,3,3,0,51,127.99,0.620517691,-0.822708682,0.614289944,190,0.62374462,204.16
9605,5,2,2014,4,4,3,0,52,125,0.61748877,-0.775520845,0.611231794,190,0.617663839,185
9606,5,2,2014,5,5,3,0,53,128,0.618677655,-0.768355095,0.619842149,190,0.632899777,190
9607,5,2,2014,6,6,3,0,54,165,0.638243554,0.72538017,0.629813416,190,0.646844374,198
9608,5,2,2014,7,7,3,0,55,179.86,0.663044857,3.416654869,0.652237723,199.16,0.67306408,209
9609,5,2,2014,8,8,3,0,56,206,0.785938678,5.397572875,0.76693405,209,0.79403936,226
9610,5,2,2014,9,9,3,0,57,206,0.858277279,6.994654004,0.837271135,219,0.868402675,228.6
9611,5,2,2014,10,10,3,0,58,206,0.8767344,8.180826723,0.851882352,211,0.884256771,228.62
9612,5,2,2014,11,11,3,0,59,206.99,0.881965665,9.084477535,0.851392688,221,0.884393172,220
9613,5,2,2014,12,12,3,0,60,205.99,0.852217644,9.576263148,0.831778239,219,0.853895343,215
9614,5,2,2014,13,13,3,0,61,206,0.865813034,9.780772327,0.84400745,221,0.857308982,206
9615,5,2,2014,14,14,3,0,62,206,0.870327879,8.84616129,0.850007994,227.4,0.855546509,207
9616,5,2,2014,15,15,3,0,63,205.99,0.843142258,7.217092012,0.833489823,210,0.835110208,160
9617,5,2,2014,16,16,3,0,64,206,0.841181311,5.822487062,0.832133025,208,0.832954792,151.01
9618,5,2,2014,17,17,3,0,65,206.99,0.865094786,4.831803229,0.858407851,217,0.855308027,206.99
9619,5,2,2014,18,18,3,0,66,205.99,0.845813786,3.658468743,0.838162374,220,0.847865793,205.99
9620,5,2,2014,19,19,3,0,67,205,0.814246568,3.323146201,0.808052341,208.5,0.816300078,180
9621,5,2,2014,20,20,3,0,68,204.99,0.803802681,2.708027863,0.786299652,195,0.80464592,151
9622,5,2,2014,21,21,3,0,69,205,0.778465367,2.070506332,0.775116908,207.16,0.786079194,204
9623,5,2,2014,22,22,3,0,70,205,0.792977649,1.966077699,0.789377725,209,0.797720838,180
9624,5,2,2014,23,23,3,0,71,205,0.759891672,1.535204551,0.760373103,223,0.775529485,205
9625,6,2,2014,0,0,4,0,72,203.03,0.730477727,0.895106611,0.709247704,209.16,0.730759872,212
9626,6,2,2014,1,1,4,0,73,190.07,0.696938497,0.97797491,0.66710045,209,0.695362397,199.88
9627,6,2,2014,2,2,4,0,74,190.03,0.676970559,0.712912648,0.641512135,204.16,0.674626168,190.03
9628,6,2,2014,3,3,4,0,75,190.01,0.65490106,0.209960298,0.62374462,204.16,0.6566332,120
9629,6,2,2014,4,4,4,0,76,190.01,0.652796567,0.415949382,0.617663839,185,0.65271945,120
9630,6,2,2014,5,5,4,0,77,190,0.665896142,0.405541025,0.632899777,190,0.662777572,120
9631,6,2,2014,6,6,4,0,78,190.02,0.678020056,1.440168912,0.646844374,198,0.676844559,120
9632,6,2,2014,7,7,4,0,79,190.09,0.704387259,3.522834257,0.67306408,209,0.703318807,191
9633,6,2,2014,8,8,4,0,80,207.99,0.813193917,5.432504302,0.79403936,226,0.807523605,207.99
9634,6,2,2014,9,9,4,0,81,209,0.883946781,6.969718138,0.868402675,228.6,0.883268832,225
9635,6,2,2014,10,10,4,0,82,270,0.904309264,8.131138138,0.884256771,228.62,0.90481319,270
9636,6,2,2014,11,11,4,0,83,499.03,0.903547796,9.260277275,0.884393172,220,0.895587607,122
9637,6,2,2014,12,12,4,0,84,207.99,0.863900503,9.794188032,0.853895343,215,0.864097918,130
9638,6,2,2014,13,13,4,0,85,207.99,0.867892066,10.11207378,0.857308982,206,0.866832695,207.99
9639,6,2,2014,14,14,4,0,86,208,0.87710322,9.298550537,0.855546509,207,0.879559024,208
9640,6,2,2014,15,15,4,0,87,207.99,0.870070499,7.797308348,0.835110208,160,0.861093801,207.99
9641,6,2,2014,16,16,4,0,88,207.99,0.872369977,6.167623027,0.832954792,151.01,0.862913095,176
9642,6,2,2014,17,17,4,0,89,221.01,0.893806404,5.047342757,0.855308027,206.99,0.890089405,220
9643,6,2,2014,18,18,4,0,90,208.53,0.879649015,4.127162947,0.847865793,205.99,0.882636178,208.53
9644,6,2,2014,19,19,4,0,91,207,0.844598451,3.516191769,0.816300078,180,0.84215106,207
9645,6,2,2014,20,20,4,0,92,205.99,0.81925051,2.912409116,0.80464592,151,0.824516964,205.99
9646,6,2,2014,21,21,4,0,93,206,0.804633876,2.208783212,0.786079194,204,0.807700567,206
9647,6,2,2014,22,22,4,0,94,206,0.84084709,1.731485261,0.797720838,180,0.838773264,226
9648,6,2,2014,23,23,4,0,95,206,0.81328374,1.602411021,0.775529485,205,0.808282352,227.61
9649,7,2,2014,0,0,5,0,96,209,0.759521676,0.96383056,0.730759872,212,0.759521676,210
9650,7,2,2014,1,1,5,0,97,208,0.714521738,0.934256817,0.695362397,199.88,0.713353004,208
9651,7,2,2014,2,2,5,0,98,207,0.685788105,0.698459683,0.674626168,190.03,0.686399466,207
9652,7,2,2014,3,3,5,0,99,206.99,0.669662432,0.268924693,0.6566332,120,0.671602327,206.99
9653,7,2,2014,4,4,5,0,100,206.99,0.665214548,0.256667879,0.65271945,120,0.667130366,206.99
9654,7,2,2014,5,5,5,0,101,206.99,0.684410687,0.110123558,0.662777572,120,0.686162132,206.99
9655,7,2,2014,6,6,5,0,102,207,0.703513193,1.437130458,0.676844559,120,0.707261641,209
9656,7,2,2014,7,7,5,0,103,208.99,0.728604554,4.203984137,0.703318807,191,0.727656556,209
9657,7,2,2014,8,8,5,0,104,209.99,0.842137334,6.276285304,0.807523605,207.99,0.84715261,226.72
9658,7,2,2014,9,9,5,0,105,210,0.924080849,8.180498324,0.883268832,225,0.927062621,337.41
9659,7,2,2014,10,10,5,0,106,210,0.940465355,9.225729854,0.90481319,270,0.940332521,399
9660,7,2,2014,11,11,5,0,107,209.99,0.927516425,10.53532326,0.895587607,122,0.933726069,292
9661,7,2,2014,12,12,5,0,108,208.99,0.868658791,10.97306194,0.864097918,130,0.870612613,228.66
9662,7,2,2014,13,13,5,0,109,209.99,0.890829856,11.34171148,0.866832695,207.99,0.888879518,228.67
9663,7,2,2014,14,14,5,0,110,209.99,0.900081431,10.58370645,0.879559024,208,0.892854307,228.67
9664,7,2,2014,15,15,5,0,111,208.99,0.894459859,8.968766068,0.861093801,207.99,0.884583532,228.16
9665,7,2,2014,16,16,5,0,112,209,0.910151742,7.302514577,0.862913095,176,0.888905971,228.2
9666,7,2,2014,17,17,5,0,113,210,0.932806484,6.155799537,0.890089405,220,0.919613935,240
9667,7,2,2014,18,18,5,0,114,210,0.922386536,4.9656843,0.882636178,208.53,0.918498569,275
9668,7,2,2014,19,19,5,0,115,209.99,0.891929808,4.595768923,0.84215106,207,0.88561645,230
9669,7,2,2014,20,20,5,0,116,209,0.877118424,4.045662475,0.824516964,205.99,0.87051967,228.64
9670,7,2,2014,21,21,5,0,117,209.99,0.858979255,3.339998956,0.807700567,206,0.855880406,228.44
9671,7,2,2014,22,22,5,0,118,209,0.870287828,3.428367061,0.838773264,226,0.864776914,229.4
9672,7,2,2014,23,23,5,0,119,209.99,0.840577171,3.077924416,0.808282352,227.61,0.832225982,228.95
9673,8,2,2014,0,0,6,0,120,208,0.791621783,2.65604066,0.759521676,210,0.782716038,227.91
9674,8,2,2014,1,1,6,0,121,206.99,0.739731821,2.777226609,0.713353004,208,0.734259456,227.64
9675,8,2,2014,2,2,6,0,122,205.99,0.69841853,2.560261998,0.686399466,207,0.6915974,226
9676,8,2,2014,3,3,6,0,123,205,0.679117701,1.941059139,0.671602327,206.99,0.668767947,224.16
9677,8,2,2014,4,4,6,0,124,204.99,0.674413722,2.452717616,0.667130366,206.99,0.666799374,214.66
9678,8,2,2014,5,5,6,0,125,204.99,0.685211797,2.839846031,0.686162132,206.99,0.679202598,214.66
9679,8,2,2014,6,6,6,0,126,205,0.689965314,4.277505192,0.707261641,209,0.683965615,214.66
9680,8,2,2014,7,7,6,0,127,205.99,0.701300927,7.011169568,0.727656556,209,0.694233342,226
9681,8,2,2014,8,8,6,0,128,208.99,0.800491622,9.190127863,0.84715261,226.72,0.786605543,215
9682,8,2,2014,9,9,6,0,129,209.99,0.864084839,10.73215606,0.927062621,337.41,0.845322623,225
9683,8,2,2014,10,10,6,0,130,209.99,0.878038808,12.35718311,0.940332521,399,0.8710999,221
9684,8,2,2014,11,11,6,0,131,209.99,0.877406724,13.12458175,0.933726069,292,0.876983877,221.41
9685,8,2,2014,12,12,6,0,132,208.99,0.858632815,13.70233909,0.870612613,228.66,0.850153816,208.99
9686,8,2,2014,13,13,6,0,133,208.99,0.864305166,14.13302579,0.888879518,228.67,0.849280796,208.99
9687,8,2,2014,14,14,6,0,134,209.71,0.85914205,13.65867934,0.892854307,228.67,0.835032376,209.71
9688,8,2,2014,15,15,6,0,135,209,0.834252928,11.93915268,0.884583532,228.16,0.810722717,209
9689,8,2,2014,16,16,6,0,136,209,0.841725715,10.94564814,0.888905971,228.2,0.806362478,209
9690,8,2,2014,17,17,6,0,137,209,0.868729114,10.37229304,0.919613935,240,0.835324731,209
9691,8,2,2014,18,18,6,0,138,208,0.868181626,9.19290697,0.918498569,275,0.849478207,208
9692,8,2,2014,19,19,6,0,139,208,0.840194476,8.941461934,0.88561645,230,0.824781991,208
9693,8,2,2014,20,20,6,0,140,208,0.827569644,8.766304563,0.87051967,228.64,0.817022188,224.16
9694,8,2,2014,21,21,6,0,141,207.99,0.81369834,7.835922904,0.855880406,228.44,0.803255878,224.66
9695,8,2,2014,22,22,6,0,142,208,0.831629629,8.163034409,0.864776914,229.4,0.816605762,225
9696,8,2,2014,23,23,6,0,143,207.99,0.796177041,7.915649508,0.832225982,228.95,0.786306627,225
9697,9,2,2014,0,0,7,0,144,205,0.747119028,6.893432881,0.782716038,227.91,0.758410075,227.62
9698,9,2,2014,1,1,7,0,145,190.09,0.697755944,7.380851906,0.734259456,227.64,0.709301143,226.9
9699,9,2,2014,2,2,7,0,146,190.04,0.663617573,7.18938185,0.6915974,226,0.669721734,220
9700,9,2,2014,3,3,7,0,147,190.02,0.641191305,6.516775881,0.668767947,224.16,0.648303209,198.83
9701,9,2,2014,4,4,7,0,148,190.01,0.631154811,7.143338106,0.666799374,214.66,0.641365494,190.01
9702,9,2,2014,5,5,7,0,149,190,0.633887396,7.224145524,0.679202598,214.66,0.642974985,180
9703,9,2,2014,6,6,7,0,150,190.01,0.630050955,7.866673552,0.683965615,214.66,0.63702652,190.01
9704,9,2,2014,7,7,7,0,151,180,0.607258937,9.728864555,0.694233342,226,0.614315511,150
9705,9,2,2014,8,8,7,0,152,200,0.643066595,11.42618053,0.786605543,215,0.651083681,170
9706,9,2,2014,9,9,7,0,153,203.04,0.689794976,12.45953664,0.845322623,225,0.695031787,203.04
9707,9,2,2014,10,10,7,0,154,200.01,0.716534094,13.34145857,0.8710999,221,0.731255106,150
9708,9,2,2014,11,11,7,0,155,199.34,0.730761864,13.68892899,0.876983877,221.41,0.744906535,144.5
9709,9,2,2014,12,12,7,0,156,198.99,0.723730396,13.72026613,0.850153816,208.99,0.742937087,144.5
9710,9,2,2014,13,13,7,0,157,200,0.725313726,13.64430872,0.849280796,208.99,0.74189628,150
9711,9,2,2014,14,14,7,0,158,203.03,0.717896218,13.13337745,0.835032376,209.71,0.733354366,121
9712,9,2,2014,15,15,7,0,159,203.02,0.708681986,12.23288989,0.810722717,209,0.726920933,120
9713,9,2,2014,16,16,7,0,160,203.05,0.710395775,11.62948644,0.806362478,209,0.731924563,175
9714,9,2,2014,17,17,7,0,161,203.06,0.756290805,11.1520306,0.835324731,209,0.764122856,150
9715,9,2,2014,18,18,7,0,162,203.07,0.771248292,10.47838572,0.849478207,208,0.785843095,203.07
9716,9,2,2014,19,19,7,0,163,204.65,0.765401481,10.49632653,0.824781991,208,0.785749302,204.65
9717,9,2,2014,20,20,7,0,164,205,0.752725177,10.32816796,0.817022188,224.16,0.781994814,205
9718,9,2,2014,21,21,7,0,165,205,0.752179131,9.928063371,0.803255878,224.66,0.77438893,205
9719,9,2,2014,22,22,7,0,166,205.99,0.771755953,10.33265108,0.816605762,225,0.790577915,205.99
9720,9,2,2014,23,23,7,0,167,205,0.749901226,10.32186282,0.786306627,225,0.759023159,205
9721,10,2,2014,0,0,1,0,0,205.04,0.740681215,9.467451988,0.758410075,227.62,0.717567529,205.04
9722,10,2,2014,1,1,1,0,1,190.04,0.689292552,9.746703616,0.709301143,226.9,0.668758328,183.76
9723,10,2,2014,2,2,1,0,2,179.99,0.653908439,9.548507658,0.669721734,220,0.643269491,140
9724,10,2,2014,3,3,1,0,3,178.99,0.644460507,8.485041025,0.648303209,198.83,0.629716983,118.99
9725,10,2,2014,4,4,1,0,4,177.72,0.63270291,8.90319593,0.641365494,190.01,0.625374196,118.99
9726,10,2,2014,5,5,1,0,5,179.99,0.647394112,8.788701377,0.642974985,180,0.640433777,165
9727,10,2,2014,6,6,1,0,6,190.04,0.67136547,9.348277515,0.63702652,190.01,0.676141654,191
9728,10,2,2014,7,7,1,0,7,205.01,0.710022147,10.8586192,0.614315511,150,0.720791994,205.01
9729,10,2,2014,8,8,1,0,8,209,0.825634797,12.08609491,0.651083681,170,0.839559626,221.41
9730,10,2,2014,9,9,1,0,9,209.99,0.897445381,12.77425907,0.695031787,203.04,0.899769357,228.63
9731,10,2,2014,10,10,1,0,10,209.99,0.911274068,13.54274057,0.731255106,150,0.906798775,229.7
9732,10,2,2014,11,11,1,0,11,209.99,0.912749163,14.08730761,0.744906535,144.5,0.909739087,225
9733,10,2,2014,12,12,1,0,12,208.99,0.880423031,14.24871829,0.742937087,144.5,0.869915624,224
9734,10,2,2014,13,13,1,0,13,208.99,0.892123036,14.24310403,0.74189628,150,0.881757933,224
9735,10,2,2014,14,14,1,0,14,209,0.903623801,13.66189536,0.733354366,121,0.891409909,225
9736,10,2,2014,15,15,1,0,15,209,0.889184143,12.49603693,0.726920933,120,0.882894043,220
9737,10,2,2014,16,16,1,0,16,209,0.900414433,11.51130753,0.731924563,175,0.88991854,220
9738,10,2,2014,17,17,1,0,17,210,0.926159302,10.77103766,0.764122856,150,0.913608757,224
9739,10,2,2014,18,18,1,0,18,209,0.907466827,9.845241124,0.785843095,203.07,0.904019401,225
9740,10,2,2014,19,19,1,0,19,209,0.873835756,9.443810462,0.785749302,204.65,0.875244342,220
9741,10,2,2014,20,20,1,0,20,208,0.84975007,9.056359334,0.781994814,205,0.853131831,208
9742,10,2,2014,21,21,1,0,21,208.99,0.83071635,8.35822927,0.77438893,205,0.83368582,218.16
9743,10,2,2014,22,22,1,0,22,208.08,0.856243861,8.402958695,0.790577915,205.99,0.854259952,224
9744,10,2,2014,23,23,1,0,23,208.99,0.822940466,8.000665113,0.759023159,205,0.811894483,227.6
9745,11,2,2014,0,0,2,0,24,205.99,0.778320942,7.392170644,0.717567529,205.04,0.764587525,227.8
9746,11,2,2014,1,1,2,0,25,204.99,0.730719652,7.308297243,0.668758328,183.76,0.72408957,227.86
9747,11,2,2014,2,2,2,0,26,204.99,0.702822014,7.083324516,0.643269491,140,0.695850245,226.9
9748,11,2,2014,3,3,2,0,27,200.09,0.682243623,6.56415957,0.629716983,118.99,0.681651593,226
9749,11,2,2014,4,4,2,0,28,200.1,0.683402304,6.567371933,0.625374196,118.99,0.679448737,224
9750,11,2,2014,5,5,2,0,29,204.99,0.690746562,6.625361484,0.640433777,165,0.696413503,221.41
9751,11,2,2014,6,6,2,0,30,204.99,0.707259811,7.909466152,0.676141654,191,0.715149562,227.61
9752,11,2,2014,7,7,2,0,31,205.03,0.750634653,10.49228722,0.720791994,205.01,0.748377105,226.9
9753,11,2,2014,8,8,2,0,32,209,0.870366881,12.02376751,0.839559626,221.41,0.860592858,228.43
9754,11,2,2014,9,9,2,0,33,209.99,0.918390591,13.43382432,0.899769357,228.63,0.914672635,275
9755,11,2,2014,10,10,2,0,34,209.76,0.925499989,14.57284856,0.906798775,229.7,0.912986572,250
9756,11,2,2014,11,11,2,0,35,209,0.929418038,15.60860493,0.909739087,225,0.895366552,229.7
9757,11,2,2014,12,12,2,0,36,205.99,0.884496705,15.77934603,0.869915624,224,0.857744082,227.8
9758,11,2,2014,13,13,2,0,37,205.99,0.898095217,16.24034736,0.881757933,224,0.870549979,227.87
9759,11,2,2014,14,14,2,0,38,205.99,0.907089066,15.371195,0.891409909,225,0.879326643,228.61
9760,11,2,2014,15,15,2,0,39,205.08,0.895692735,14.00605111,0.882894043,220,0.863464281,227.8
9761,11,2,2014,16,16,2,0,40,205.1,0.911978967,12.31975478,0.88991854,220,0.863805664,227.61
9762,11,2,2014,17,17,2,0,41,206.99,0.926273544,11.29836864,0.913608757,224,0.892829331,227.85
9763,11,2,2014,18,18,2,0,42,206.99,0.916140754,9.946750516,0.904019401,225,0.903934687,228.92
9764,11,2,2014,19,19,2,0,43,206,0.886974708,9.520088827,0.875244342,220,0.879615289,228.63
9765,11,2,2014,20,20,2,0,44,205.09,0.854659445,9.061434876,0.853131831,208,0.852699717,228.2
9766,11,2,2014,21,21,2,0,45,206,0.836287125,8.268136961,0.83368582,218.16,0.836396087,228.2
9767,11,2,2014,22,22,2,0,46,206,0.852526604,7.998953135,0.854259952,224,0.850388434,227.85
9768,11,2,2014,23,23,2,0,47,206.99,0.822912744,7.48897356,0.811894483,227.6,0.813366956,226.9
9769,12,2,2014,0,0,3,0,48,205,0.720202996,6.74291128,0.764587525,227.8,0.724720963,205
9770,12,2,2014,1,1,3,0,49,204.99,0.678113362,6.817138343,0.72408957,227.86,0.678474757,204.99
9771,12,2,2014,2,2,3,0,50,200.71,0.65117932,6.544733253,0.695850245,226.9,0.653041201,119.99
9772,12,2,2014,3,3,3,0,51,180,0.637187864,5.842155479,0.681651593,226,0.63957372,118.99
9773,12,2,2014,4,4,3,0,52,186.43,0.651448616,6.0915922,0.679448737,224,0.634649769,118.99
9774,12,2,2014,5,5,3,0,53,199.1,0.648787216,6.255523925,0.696413503,221.41,0.650074066,119.99
9775,12,2,2014,6,6,3,0,54,204.99,0.666973703,8.112750459,0.715149562,227.61,0.669518836,120
9776,12,2,2014,7,7,3,0,55,205,0.696427877,10.74490531,0.748377105,226.9,0.699696445,205.01
9777,12,2,2014,8,8,3,0,56,209,0.798112164,12.96304478,0.860592858,228.43,0.796942297,209
9778,12,2,2014,9,9,3,0,57,209,0.841336257,14.43883512,0.914672635,275,0.837852596,209
9779,12,2,2014,10,10,3,0,58,208,0.847314446,15.55891027,0.912986572,250,0.844433916,125.2
9780,12,2,2014,11,11,3,0,59,208,0.840201577,16.45506563,0.895366552,229.7,0.848724984,128.01
9781,12,2,2014,12,12,3,0,60,206,0.813159808,16.88394258,0.857744082,227.8,0.802969406,120.01
9782,12,2,2014,13,13,3,0,61,206,0.824938674,17.21324433,0.870549979,227.87,0.821344571,125.2
9783,12,2,2014,14,14,3,0,62,206,0.832317213,16.65307718,0.879326643,228.61,0.821871458,206
9784,12,2,2014,15,15,3,0,63,206,0.835360579,14.83403991,0.863464281,227.8,0.812963894,125.2
9785,12,2,2014,16,16,3,0,64,206,0.837666829,12.8927574,0.863805664,227.61,0.799150635,119.99
9786,12,2,2014,17,17,3,0,65,207,0.852532485,11.68866586,0.892829331,227.85,0.836450357,125.2
9787,12,2,2014,18,18,3,0,66,206.99,0.844819714,10.71024569,0.903934687,228.92,0.846572352,207
9788,12,2,2014,19,19,3,0,67,207,0.830043782,10.31272807,0.879615289,228.63,0.821157259,207
9789,12,2,2014,20,20,3,0,68,206,0.809831092,9.798273425,0.852699717,228.2,0.804893008,206
9790,12,2,2014,21,21,3,0,69,207,0.80324258,8.948741317,0.836396087,228.2,0.795794824,207.06
9791,12,2,2014,22,22,3,0,70,206,0.810060957,9.152850316,0.850388434,227.85,0.81091082,206.07
9792,12,2,2014,23,23,3,0,71,206,0.763876614,8.649015062,0.813366956,226.9,0.763252303,206
9793,13,2,2014,0,0,4,0,72,204.99,0.728024193,7.907933192,0.724720963,205,0.720267426,184
9794,13,2,2014,1,1,4,0,73,181.23,0.676515428,8.005729246,0.678474757,204.99,0.677546057,186.99
9795,13,2,2014,2,2,4,0,74,165,0.654519283,7.688710259,0.653041201,119.99,0.651869408,164
9796,13,2,2014,3,3,4,0,75,161.99,0.644105139,6.744287934,0.63957372,118.99,0.641136424,120
9797,13,2,2014,4,4,4,0,76,164.99,0.639646172,7.088272065,0.634649769,118.99,0.639858503,120
